,0,1,2
391,90@4438,"[[584, 1], [694, 1], [1628, 1], [1023, 1], [1104, 1]]",4.0
392,28@3140,"[[1397, 1], [1874, 1]]",4.0
393,34@1892,"[[21, 1], [460, 1], [1670, 1], [1479, 1]]",3.0
394,56@2417,"[[1546, 1]]",5.0
395,81@4379,"[[1874, 1]]",4.0
396,56@3221,"[[1387, 1]]",4.0
397,99@4942,"[[1093, 1], [1931, 1], [1813, 1]]",3.0
398,18@3335,"[[607, 1]]",4.0
399,76@414,"[[1189, 1], [268, 1], [635, 1], [777, 1], [565, 1], [2074, 1]]",4.0
400,149@1137,"[[643, 1]]",4.0
401,149@3422,"[[186, 1], [1172, 1]]",3.0
402,39@594,"[[1674, 1], [581, 1], [1842, 1], [835, 1], [1796, 1], [643, 1], [256, 1], [1423, 1], [1038, 1], [1213, 1], [1275, 1], [351, 1], [1243, 1], [186, 1]]",2.0
403,127@1582,"[[1473, 1]]",2.0
404,143@958,"[[2016, 1]]",4.0
405,31@2239,"[[243, 1], [186, 1], [2073, 1], [731, 1], [1315, 1], [1213, 1], [581, 1], [1334, 1], [969, 1]]",4.66666666667
406,63@3870,"[[1873, 1]]",3.0
407,104@4507,"[[1873, 1], [694, 1], [1874, 1], [2073, 1], [1213, 1]]",4.0
408,103@3759,"[[1155, 1], [1815, 1]]",5.0
409,25@1156,"[[635, 1], [835, 1], [1155, 1], [565, 1], [1631, 1], [2003, 1], [1928, 1], [547, 1], [1243, 1], [1717, 1]]",3.0
410,1@4233,"[[545, 1]]",3.0
411,75@3561,"[[1455, 1], [417, 1]]",5.0
412,127@4500,"[[2016, 1], [531, 1], [898, 1], [2016, 1]]",1.0
413,86@1509,"[[249, 1], [2071, 1], [249, 1], [1104, 1]]",5.0
414,34@4630,"[[1954, 1], [1484, 1], [186, 1]]",1.0
415,99@2705,"[[152, 1], [1650, 1], [385, 1], [385, 1]]",2.0
416,89@2600,"[[545, 1], [1874, 1]]",4.0
417,16@39,"[[992, 1], [1674, 1], [835, 1]]",5.0
418,114@2769,"[[689, 1], [869, 1], [1213, 1]]",3.0
419,149@994,"[[1956, 1]]",4.0
420,15@3373,"[[646, 1]]",4.0
421,62@174,"[[1301, 1], [1433, 1], [1210, 1]]",5.0
422,152@147,"[[777, 1], [1567, 1]]",4.0
423,128@4668,"[[268, 1], [581, 1], [509, 1], [618, 1], [1873, 1]]",1.0
424,92@734,"[[689, 1], [186, 1], [1213, 1]]",3.0
425,75@551,"[[186, 1]]",3.0
426,22@4307,"[[428, 1], [1972, 1]]",5.0
427,44@4801,"[[152, 1], [1189, 1], [689, 1]]",4.0
428,114@144,"[[1543, 1], [847, 1], [479, 1], [255, 1], [1104, 1]]",3.0
429,18@4471,"[[1940, 1], [1688, 1], [565, 1]]",5.0
430,10@3247,"[[1093, 1], [1931, 1], [85, 1], [1738, 1], [1650, 1], [137, 1], [1016, 1], [526, 1], [1461, 1], [1888, 1], [1928, 1], [605, 1], [941, 1], [1093, 1], [1752, 1], [2037, 1], [583, 1], [1608, 1], [2071, 1], [2062, 1], [249, 1], [1888, 1], [731, 1], [605, 1], [1931, 1], [1732, 1], [1888, 1], [2073, 1]]",4.33333333333
431,121@2671,"[[2016, 1]]",5.0
432,17@4003,"[[1423, 1]]",4.0
433,95@3,"[[268, 1], [565, 1]]",1.0
434,88@560,"[[152, 1]]",3.0
435,91@231,"[[1874, 1]]",5.0
436,87@1003,"[[249, 1], [643, 1], [736, 1], [643, 1]]",4.0
437,79@185,"[[1213, 1], [1956, 1], [731, 1]]",4.0
438,131@2066,"[[108, 1], [545, 1], [1956, 1], [77, 1], [77, 1]]",4.5
439,114@431,"[[694, 1]]",3.0
440,48@1801,"[[1479, 1], [1849, 1]]",4.0
441,39@2383,"[[508, 1], [1210, 1]]",4.0
442,63@2761,"[[294, 1]]",3.0
443,83@924,"[[152, 1], [274, 1], [1261, 1], [186, 1], [351, 1], [2042, 1], [491, 1], [676, 1], [559, 1], [888, 1], [1321, 1]]",4.5
444,56@3877,"[[142, 1], [581, 1], [835, 1], [643, 1], [1368, 1], [1567, 1], [1992, 1], [1423, 1], [1213, 1]]",4.0
445,147@1300,"[[2037, 1], [142, 1], [1738, 1], [2079, 1], [230, 1], [1888, 1]]",4.0
446,144@1170,"[[835, 1], [1129, 1], [186, 1], [1213, 1]]",4.0
447,59@526,"[[565, 1], [605, 1], [1491, 1], [605, 1]]",4.0
448,146@1688,"[[2037, 1], [1931, 1], [792, 1], [137, 1], [526, 1], [765, 1]]",4.0
449,92@2770,"[[581, 1], [941, 1], [581, 1], [397, 1], [1126, 1], [62, 1], [61, 1], [1354, 1]]",4.5
450,146@4964,"[[142, 1], [1874, 1]]",3.0
451,88@2393,"[[1397, 1], [61, 1]]",4.0
452,24@2978,"[[1956, 1]]",1.0
453,50@185,"[[928, 1], [83, 1], [835, 1], [596, 1], [15, 1]]",3.0
454,102@5011,"[[746, 1], [186, 1], [137, 1]]",4.0
455,42@1217,"[[731, 1], [1690, 1], [736, 1], [137, 1], [526, 1]]",2.5
456,16@5182,"[[294, 1], [428, 1]]",4.0
457,27@2534,"[[1869, 1], [186, 1], [1567, 1], [1058, 1], [605, 1]]",4.0
458,147@4906,"[[297, 1], [1874, 1]]",3.0
459,88@825,"[[777, 1], [1213, 1]]",2.0
460,147@1134,"[[1023, 1], [2048, 1], [1521, 1]]",4.0
461,7@4046,"[[1873, 1], [1126, 1], [987, 1], [62, 1], [1213, 1]]",4.0
462,114@1565,"[[835, 1]]",4.0
463,56@2018,"[[1769, 1], [212, 1], [694, 1], [1479, 1], [1444, 1]]",5.0
464,146@4482,"[[785, 1], [1730, 1]]",4.0
465,64@545,"[[926, 1], [1135, 1], [1423, 1], [605, 1]]",4.0
466,119@659,"[[1213, 1]]",4.0
467,39@4627,"[[1315, 1], [428, 1], [476, 1]]",3.0
468,75@678,"[[1224, 1], [1210, 1], [731, 1], [694, 1]]",4.0
469,7@823,"[[646, 1], [605, 1], [605, 1]]",5.0
470,37@4553,"[[1874, 1]]",4.0
471,109@1923,"[[289, 1], [1977, 1], [1710, 1], [1928, 1], [1213, 1]]",3.0
472,138@1211,"[[1874, 1]]",4.0
473,37@4757,"[[1423, 1], [1514, 1]]",4.0
474,50@5160,"[[21, 1], [1670, 1]]",4.0
475,151@3460,"[[646, 1]]",4.0
476,58@4926,"[[941, 1], [324, 1]]",4.0
477,54@1289,"[[1172, 1]]",5.0
478,61@255,"[[186, 1]]",5.0
479,2@4688,"[[590, 1], [491, 1], [736, 1], [476, 1]]",4.0
480,42@3054,"[[565, 1], [137, 1], [727, 1], [496, 1], [1732, 1], [992, 1]]",4.0
481,132@3042,"[[777, 1], [565, 1]]",4.0
482,119@2358,"[[694, 1], [1692, 1]]",3.0
483,2@1906,"[[1731, 1], [709, 1]]",4.0
484,86@2813,"[[508, 1], [186, 1], [1093, 1]]",2.0
485,81@3816,"[[1092, 1], [1019, 1]]",5.0
486,37@2653,"[[1243, 1]]",5.0
487,54@3091,"[[186, 1], [607, 1], [186, 1], [1397, 1], [1213, 1]]",4.5
488,22@2193,"[[186, 1], [799, 1], [761, 1]]",4.0
489,50@4935,"[[101, 1], [607, 1], [736, 1], [1363, 1], [980, 1], [1215, 1], [1941, 1], [605, 1], [1941, 1]]",4.0
490,31@5152,"[[1009, 1], [1529, 1]]",4.0
491,102@389,"[[1096, 1], [1397, 1], [1874, 1], [1479, 1], [385, 1]]",3.0
492,37@4278,"[[1458, 1], [964, 1], [428, 1], [1928, 1]]",4.0
493,4@2236,"[[1869, 1], [2043, 1], [1078, 1], [1873, 1], [565, 1], [1213, 1], [324, 1], [2073, 1]]",4.0
494,37@199,"[[268, 1], [1487, 1], [1956, 1], [312, 1]]",5.0
495,3@1975,"[[100, 1], [186, 1], [246, 1]]",2.0
496,149@491,"[[941, 1], [1078, 1]]",3.0
497,16@2182,"[[1479, 1]]",5.0
498,36@2123,"[[1278, 1], [1777, 1]]",5.0
499,92@989,"[[445, 1], [445, 1]]",4.0
500,91@1888,"[[1479, 1], [1210, 1], [1514, 1]]",4.0
501,16@4104,"[[268, 1], [460, 1], [1479, 1]]",1.0
502,97@638,"[[476, 1]]",5.0
503,26@3640,"[[222, 1]]",4.0
504,60@622,"[[694, 1], [1352, 1]]",3.0
505,83@796,"[[1273, 1], [655, 1]]",4.0
506,96@2835,"[[186, 1], [675, 1], [1479, 1], [186, 1]]",3.0
507,44@798,"[[163, 1], [934, 1]]",4.0
508,62@3917,"[[1213, 1], [1248, 1], [186, 1], [246, 1], [1213, 1], [186, 1]]",4.0
509,92@2722,"[[268, 1], [423, 1], [515, 1]]",4.0
510,141@2338,"[[21, 1]]",5.0
511,10@3323,"[[1402, 1], [592, 1], [256, 1]]",4.0
512,37@2557,"[[1479, 1], [1273, 1]]",5.0
513,18@5020,"[[596, 1], [1643, 1]]",4.0
514,99@3844,"[[1441, 1], [1479, 1]]",5.0
515,30@2834,"[[508, 1], [1005, 1], [2089, 1]]",4.0
516,59@2693,"[[757, 1], [1889, 1], [556, 1], [243, 1]]",3.0
517,92@453,"[[1078, 1], [1023, 1], [1914, 1]]",4.0
518,42@4669,"[[592, 1], [1267, 1], [246, 1], [1928, 1], [1118, 1], [596, 1]]",5.0
519,92@1538,"[[152, 1], [941, 1], [581, 1], [1078, 1], [1213, 1], [214, 1], [476, 1]]",4.0
520,41@2511,"[[1925, 1]]",5.0
521,26@3346,"[[1372, 1], [689, 1], [268, 1], [1155, 1], [460, 1], [565, 1], [1874, 1]]",4.0
522,70@39,"[[581, 1], [581, 1], [509, 1], [1213, 1], [856, 1], [143, 1], [491, 1], [1096, 1], [1743, 1], [304, 1]]",4.25
523,39@3555,"[[1046, 1], [1536, 1], [1963, 1], [926, 1]]",3.0
524,10@3989,"[[795, 1]]",5.0
525,47@5059,"[[1023, 1], [596, 1]]",5.0
526,72@1648,"[[142, 1], [946, 1]]",5.0
527,29@2690,"[[581, 1]]",5.0
528,131@340,"[[1479, 1], [1278, 1]]",3.0
529,19@3810,"[[539, 1], [777, 1], [1536, 1]]",4.0
530,78@3046,"[[2079, 1], [191, 1], [1567, 1]]",3.0
531,26@5184,"[[1093, 1], [777, 1], [137, 1], [437, 1], [1263, 1], [137, 1]]",4.0
532,87@3139,"[[355, 1], [1479, 1], [1164, 1], [736, 1]]",3.0
533,145@5154,"[[1146, 1]]",5.0
534,129@3797,"[[1273, 1], [1867, 1]]",4.0
535,120@4954,"[[293, 1], [689, 1], [969, 1], [327, 1]]",4.0
536,67@1002,"[[795, 1], [1979, 1]]",4.0
537,92@4983,"[[1213, 1], [689, 1], [1397, 1], [1479, 1]]",3.0
538,144@3264,"[[268, 1], [581, 1], [835, 1], [777, 1], [1213, 1]]",2.0
539,140@2845,"[[757, 1], [1096, 1], [186, 1], [2046, 1], [230, 1], [1928, 1], [1213, 1], [345, 1]]",4.0
540,144@3091,"[[1243, 1], [1405, 1], [152, 1], [1213, 1]]",4.0
541,108@3019,"[[941, 1], [1093, 1], [705, 1], [2071, 1], [605, 1]]",4.0
542,151@3300,"[[1780, 1], [246, 1], [913, 1]]",4.0
543,18@4021,"[[1155, 1], [186, 1], [596, 1]]",4.0
544,151@1864,"[[268, 1], [768, 1], [2087, 1]]",3.0
545,149@4548,"[[1956, 1]]",5.0
546,76@2080,"[[1372, 1], [293, 1], [83, 1], [1040, 1], [268, 1], [581, 1], [1873, 1], [1001, 1], [1071, 1], [1314, 1], [1213, 1], [77, 1], [1213, 1]]",2.0
547,64@3007,"[[1372, 1], [157, 1], [152, 1], [186, 1], [643, 1], [565, 1], [1378, 1], [799, 1], [992, 1], [1213, 1]]",4.0
548,64@4972,"[[1096, 1], [186, 1], [1874, 1], [757, 1]]",4.0
549,110@659,"[[1423, 1], [1213, 1]]",4.0
550,116@2209,"[[186, 1], [386, 1], [324, 1], [1956, 1]]",4.0
551,88@3570,"[[1654, 1], [1632, 1]]",5.0
552,89@1632,"[[705, 1], [182, 1], [1397, 1]]",5.0
553,56@868,"[[694, 1], [131, 1], [995, 1], [2073, 1], [1104, 1]]",5.0
554,99@4581,"[[1657, 1]]",3.0
555,54@2469,"[[289, 1]]",4.0
556,92@79,"[[1023, 1]]",3.0
557,92@4490,"[[581, 1], [941, 1], [1397, 1]]",3.0
558,90@807,"[[1213, 1], [1567, 1], [1213, 1]]",2.0
559,59@2234,"[[309, 1], [1200, 1], [975, 1], [236, 1], [127, 1]]",4.0
560,122@175,"[[1674, 1], [965, 1], [77, 1], [1155, 1], [1271, 1]]",4.0
561,3@4441,"[[711, 1], [1600, 1]]",4.0
562,140@1969,"[[47, 1], [1714, 1], [694, 1], [101, 1], [1023, 1], [1874, 1], [1319, 1], [1213, 1], [1277, 1], [1104, 1]]",3.0
563,106@2639,"[[602, 1]]",4.0
564,144@4758,"[[965, 1], [581, 1], [1886, 1], [2092, 1], [1677, 1], [1956, 1], [124, 1], [1213, 1]]",5.0
565,17@4549,"[[2016, 1], [961, 1]]",5.0
566,7@4778,"[[294, 1], [1341, 1], [1078, 1]]",4.0
567,98@4934,"[[428, 1], [2002, 1]]",4.0
568,83@3247,"[[1738, 1], [249, 1], [1738, 1]]",3.0
569,16@4940,"[[1172, 1], [1479, 1], [1521, 1]]",5.0
570,152@841,"[[1315, 1]]",4.0
571,100@2591,"[[361, 1], [506, 1]]",4.0
572,10@4808,"[[558, 1], [1873, 1], [143, 1], [186, 1], [565, 1], [1210, 1], [905, 1], [1407, 1]]",4.0
573,76@4681,"[[1849, 1]]",1.0
574,63@2986,"[[268, 1], [643, 1], [246, 1], [1956, 1]]",3.0
575,111@4168,"[[137, 1], [644, 1], [311, 1], [1023, 1], [644, 1], [311, 1]]",4.0
576,108@4804,"[[871, 1], [314, 1], [1874, 1]]",4.0
577,4@252,"[[736, 1], [1536, 1], [1479, 1], [1210, 1], [292, 1]]",5.0
578,88@798,"[[186, 1], [1880, 1], [1078, 1]]",4.0
579,1@3381,"[[460, 1], [186, 1], [604, 1], [1044, 1], [596, 1]]",5.0
580,92@1466,"[[1397, 1]]",4.0
581,61@695,"[[1479, 1]]",2.0
582,118@891,"[[62, 1], [644, 1]]",2.0
583,34@2651,"[[445, 1]]",4.0
584,151@2544,"[[1044, 1], [1780, 1]]",4.0
585,128@7,"[[152, 1], [888, 1]]",5.0
586,149@614,"[[1632, 1], [1023, 1], [1479, 1], [596, 1], [1419, 1], [1213, 1]]",4.0
587,75@4665,"[[278, 1], [1956, 1]]",4.0
588,89@298,"[[1757, 1], [1423, 1]]",5.0
589,30@3910,"[[565, 1], [230, 1], [1096, 1], [1567, 1]]",5.0
590,114@2315,"[[1423, 1]]",4.0
591,10@1367,"[[1897, 1], [891, 1], [491, 1], [643, 1], [1567, 1], [319, 1], [385, 1], [1162, 1], [1949, 1], [1096, 1], [246, 1], [1213, 1]]",4.0
592,64@1224,"[[705, 1], [757, 1], [643, 1]]",2.0
593,7@1919,"[[1546, 1]]",5.0
594,110@1880,"[[792, 1], [1397, 1], [2073, 1], [308, 1], [731, 1]]",2.0
595,56@4285,"[[1873, 1], [142, 1], [191, 1], [230, 1], [1213, 1]]",5.0
596,69@1312,"[[1213, 1]]",2.0
597,16@3173,"[[943, 1]]",4.0
598,99@3051,"[[1938, 1], [1397, 1], [1874, 1], [1213, 1]]",4.0
599,32@198,"[[1023, 1], [580, 1]]",5.0
600,46@3681,"[[294, 1], [2058, 1]]",5.0
601,16@416,"[[1975, 1]]",4.0
602,108@2227,"[[777, 1], [1874, 1], [1679, 1], [1931, 1], [186, 1], [30, 1]]",3.0
603,123@7,"[[2048, 1], [101, 1]]",5.0
604,98@4955,"[[272, 1]]",2.0
605,147@1444,"[[1913, 1]]",4.0
606,100@4294,"[[941, 1], [694, 1], [186, 1], [59, 1], [1104, 1], [959, 1], [186, 1], [1315, 1]]",4.0
607,151@4995,"[[592, 1], [786, 1]]",3.0
608,50@3964,"[[1503, 1], [1674, 1], [1040, 1], [835, 1], [509, 1], [1963, 1], [319, 1], [1213, 1], [731, 1], [914, 1], [456, 1], [1572, 1]]",3.0
609,100@1840,"[[460, 1], [1423, 1], [1369, 1]]",3.0
610,90@2712,"[[2034, 1], [589, 1], [588, 1], [565, 1], [931, 1], [565, 1], [277, 1]]",1.0
611,94@887,"[[289, 1], [1931, 1], [596, 1]]",4.0
612,50@258,"[[88, 1]]",3.0
613,4@3223,"[[69, 1], [1354, 1], [1479, 1], [428, 1], [1213, 1], [1305, 1], [428, 1], [1873, 1], [115, 1], [1692, 1]]",1.66666666667
614,88@3531,"[[341, 1], [941, 1], [479, 1]]",2.0
615,142@2828,"[[324, 1]]",5.0
616,78@2218,"[[1567, 1], [446, 1]]",5.0
617,147@4277,"[[268, 1], [565, 1], [436, 1], [777, 1]]",4.0
618,28@289,"[[1085, 1]]",4.0
619,1@4631,"[[1397, 1], [88, 1], [952, 1], [1278, 1]]",3.0
620,29@1666,"[[1670, 1], [1085, 1], [1925, 1], [643, 1], [1479, 1], [1979, 1], [1062, 1]]",5.0
621,120@2532,"[[268, 1], [1979, 1]]",3.0
622,50@454,"[[47, 1], [1024, 1], [1692, 1], [1099, 1], [1023, 1], [731, 1], [1104, 1], [694, 1], [186, 1], [137, 1], [1639, 1], [1126, 1], [102, 1], [1475, 1]]",2.0
623,10@4062,"[[941, 1], [689, 1], [1729, 1], [280, 1], [1323, 1], [1210, 1], [1521, 1], [102, 1], [1888, 1], [845, 1], [2071, 1], [545, 1], [15, 1], [1403, 1], [557, 1], [2089, 1], [1033, 1], [1787, 1], [101, 1], [428, 1], [1706, 1], [1213, 1], [1546, 1]]",4.0
624,14@747,"[[1372, 1], [268, 1], [83, 1]]",2.0
625,77@4838,"[[1818, 1]]",4.0
626,146@3300,"[[689, 1], [929, 1], [1201, 1], [551, 1], [1155, 1], [145, 1], [186, 1], [738, 1], [501, 1], [1213, 1], [731, 1], [1874, 1]]",3.0
627,4@2939,"[[186, 1], [2031, 1]]",3.0
628,38@1293,"[[711, 1], [1409, 1]]",4.0
629,59@3010,"[[1023, 1], [924, 1], [228, 1]]",5.0
630,135@604,"[[294, 1]]",4.0
631,140@1135,"[[1423, 1]]",4.0
632,61@4416,"[[1567, 1], [596, 1], [1567, 1], [1479, 1]]",4.0
633,110@645,"[[1897, 1], [1096, 1], [331, 1]]",4.0
634,149@4077,"[[15, 1], [1126, 1], [1423, 1]]",4.0
635,113@1085,"[[1290, 1], [1078, 1]]",4.0
636,31@3800,"[[592, 1], [891, 1], [186, 1], [428, 1], [1213, 1]]",5.0
637,102@2234,"[[596, 1]]",4.0
638,8@3714,"[[1423, 1]]",5.0
639,3@3966,"[[592, 1], [1479, 1], [1956, 1]]",4.0
640,98@5132,"[[1839, 1], [186, 1], [565, 1], [901, 1], [604, 1], [931, 1]]",4.0
641,85@4097,"[[1874, 1]]",5.0
642,92@4159,"[[941, 1], [1224, 1]]",4.0
643,83@3904,"[[853, 1], [853, 1]]",3.0
644,142@3009,"[[1770, 1], [152, 1], [1155, 1]]",4.0
645,145@228,"[[1091, 1]]",5.0
646,52@1523,"[[581, 1], [1059, 1], [186, 1], [592, 1]]",5.0
647,80@2568,"[[581, 1], [565, 1], [588, 1]]",4.0
648,143@3357,"[[560, 1]]",4.0
649,88@3099,"[[1397, 1]]",5.0
650,31@398,"[[1873, 1], [186, 1], [1731, 1], [246, 1], [1129, 1]]",5.0
651,120@654,"[[268, 1], [1479, 1], [246, 1], [1243, 1]]",5.0
652,122@4459,"[[293, 1], [1155, 1], [835, 1], [1189, 1], [268, 1]]",4.0
653,48@1574,"[[24, 1], [581, 1], [1155, 1], [565, 1], [421, 1], [1372, 1], [268, 1], [1757, 1]]",2.0
654,132@869,"[[891, 1], [596, 1], [1279, 1]]",5.0
655,23@4551,"[[186, 1]]",2.0
656,67@645,"[[1356, 1], [1900, 1], [2036, 1], [987, 1], [1948, 1], [1946, 1]]",3.0
657,134@3604,"[[1582, 1]]",5.0
658,72@4943,"[[195, 1], [1423, 1]]",4.0
659,147@1185,"[[69, 1], [694, 1], [1023, 1], [184, 1], [728, 1], [1122, 1], [694, 1]]",4.0
660,74@795,"[[1163, 1], [689, 1], [1172, 1]]",5.0
661,144@4246,"[[656, 1], [1643, 1], [1323, 1]]",5.0
662,50@3091,"[[941, 1], [1155, 1], [761, 1], [61, 1], [243, 1], [551, 1], [1096, 1], [1155, 1], [509, 1], [1612, 1], [385, 1], [941, 1], [1674, 1], [83, 1], [1096, 1], [643, 1], [1567, 1], [256, 1], [556, 1], [1321, 1], [446, 1], [731, 1], [1746, 1], [1717, 1], [1866, 1]]",4.0
663,106@3831,"[[268, 1], [777, 1]]",3.0
664,115@4047,"[[955, 1], [1873, 1]]",2.0
665,85@2488,"[[2055, 1], [1946, 1], [1104, 1]]",4.0
666,40@4559,"[[941, 1], [1652, 1], [580, 1]]",5.0
667,79@331,"[[428, 1]]",3.0
668,15@988,"[[293, 1]]",3.0
669,87@568,"[[15, 1], [604, 1], [1338, 1]]",4.0
670,115@991,"[[186, 1]]",3.0
671,11@3810,"[[1155, 1], [835, 1], [1059, 1], [777, 1], [246, 1]]",3.0
672,50@4861,"[[47, 1], [1023, 1], [428, 1], [207, 1], [1213, 1]]",4.5
673,69@2383,"[[694, 1], [822, 1], [428, 1], [730, 1], [1213, 1], [1104, 1]]",4.0
674,102@1989,"[[186, 1], [137, 1]]",4.0
675,20@5020,"[[1368, 1]]",3.0
676,40@3322,"[[1692, 1], [256, 1], [1423, 1]]",4.0
677,88@3754,"[[186, 1], [526, 1], [690, 1], [249, 1]]",4.0
678,147@2343,"[[551, 1], [508, 1], [738, 1], [137, 1], [1530, 1], [1423, 1], [1956, 1], [1475, 1]]",3.0
679,9@149,"[[583, 1], [1273, 1]]",5.0
680,66@2415,"[[926, 1], [246, 1]]",4.0
681,122@1701,"[[757, 1], [689, 1], [1714, 1], [1679, 1], [293, 1]]",4.0
682,48@4195,"[[2024, 1], [1539, 1], [1023, 1], [1931, 1]]",4.0
683,22@1285,"[[268, 1], [607, 1], [1874, 1], [1213, 1]]",4.0
684,129@478,"[[1023, 1], [137, 1], [2057, 1], [1475, 1]]",4.0
685,20@251,"[[1273, 1], [62, 1]]",4.0
686,34@389,"[[1874, 1]]",3.0
687,10@4496,"[[1548, 1], [1213, 1]]",4.0
688,31@1443,"[[689, 1], [694, 1], [1213, 1], [1418, 1], [694, 1], [1210, 1], [186, 1], [810, 1], [246, 1], [618, 1], [731, 1]]",5.0
689,49@2773,"[[1047, 1], [62, 1], [1258, 1]]",5.0
690,108@498,"[[426, 1]]",4.0
691,105@155,"[[1248, 1], [1479, 1], [1189, 1]]",4.0
692,115@202,"[[565, 1], [249, 1]]",4.0
693,6@4378,"[[635, 1], [1283, 1], [1850, 1], [1928, 1], [344, 1], [1928, 1]]",4.0
694,71@513,"[[1155, 1], [1928, 1], [124, 1], [1900, 1]]",4.0
695,91@3656,"[[140, 1]]",5.0
696,146@1649,"[[1874, 1]]",4.0
697,144@1162,"[[137, 1], [1479, 1], [1874, 1]]",4.0
698,22@712,"[[1925, 1], [1874, 1]]",3.0
699,119@4525,"[[186, 1], [1023, 1], [1093, 1]]",4.0
700,64@4275,"[[795, 1], [838, 1]]",5.0
701,2@1842,"[[596, 1]]",4.0
702,105@3272,"[[101, 1], [1423, 1], [605, 1]]",4.0
703,10@385,"[[1273, 1], [646, 1]]",4.0
704,121@4874,"[[1096, 1], [1023, 1], [731, 1]]",4.0
705,33@2775,"[[1869, 1], [186, 1]]",4.0
706,101@595,"[[592, 1], [565, 1], [607, 1], [1874, 1], [59, 1], [61, 1]]",5.0
707,85@659,"[[920, 1], [790, 1]]",4.0
708,20@1528,"[[2084, 1]]",4.0
709,58@2224,"[[1690, 1]]",3.0
710,50@1370,"[[1315, 1], [2024, 1], [1252, 1], [69, 1], [1163, 1], [1213, 1], [294, 1]]",3.5
711,78@4512,"[[1162, 1], [274, 1], [1880, 1], [319, 1], [966, 1], [336, 1], [605, 1], [1897, 1]]",4.0
712,56@1766,"[[1873, 1], [1418, 1], [980, 1], [1315, 1], [1873, 1]]",4.0
713,50@5158,"[[131, 1], [1613, 1]]",4.0
714,83@2754,"[[1506, 1], [1584, 1], [428, 1]]",4.0
715,103@3699,"[[1479, 1]]",2.0
716,108@205,"[[1093, 1], [643, 1], [1433, 1], [1273, 1], [1732, 1], [1530, 1]]",4.0
717,98@3825,"[[1273, 1]]",3.0
718,26@305,"[[993, 1], [1628, 1], [1874, 1], [476, 1], [709, 1]]",5.0
719,10@4713,"[[605, 1]]",2.0
720,138@659,"[[152, 1], [1674, 1], [2030, 1], [324, 1], [731, 1]]",4.5
721,152@490,"[[771, 1], [969, 1]]",4.0
722,149@19,"[[152, 1]]",3.0
723,152@3124,"[[2000, 1], [1135, 1]]",5.0
724,128@3042,"[[1093, 1], [1117, 1]]",4.0
725,39@4731,"[[1213, 1], [1563, 1], [1563, 1], [268, 1], [1714, 1], [1744, 1], [324, 1]]",4.0
726,4@2301,"[[15, 1], [268, 1], [835, 1], [1639, 1], [565, 1], [1785, 1], [236, 1]]",4.0
727,50@2095,"[[728, 1]]",3.0
728,70@1449,"[[736, 1]]",4.0
729,102@3377,"[[736, 1], [1246, 1], [1023, 1], [25, 1], [445, 1], [476, 1]]",3.0
730,139@1529,"[[293, 1], [1155, 1], [421, 1], [496, 1], [516, 1], [1306, 1]]",3.0
731,1@3045,"[[622, 1]]",2.0
732,67@1243,"[[307, 1]]",5.0
733,104@4906,"[[1730, 1], [1273, 1]]",4.0
734,7@1293,"[[1978, 1], [460, 1], [795, 1], [26, 1]]",3.0
735,56@4853,"[[1093, 1], [2079, 1], [137, 1], [969, 1], [1874, 1]]",4.0
736,53@2678,"[[186, 1], [1023, 1]]",2.0
737,111@582,"[[1023, 1]]",5.0
738,52@3455,"[[1217, 1], [268, 1]]",2.0
739,100@2145,"[[581, 1], [694, 1], [1410, 1], [1590, 1], [1928, 1]]",4.0
740,3@4917,"[[1273, 1], [605, 1]]",4.0
741,110@1480,"[[2003, 1], [1315, 1], [479, 1]]",3.0
742,104@1351,"[[829, 1], [1078, 1]]",3.0
743,10@2763,"[[586, 1], [1657, 1]]",3.0
744,92@994,"[[689, 1]]",3.0
745,92@3854,"[[268, 1], [491, 1], [186, 1], [246, 1], [941, 1]]",3.0
746,62@2586,"[[592, 1], [1441, 1], [2079, 1], [2071, 1], [580, 1], [643, 1]]",4.0
747,140@1063,"[[1023, 1], [1315, 1], [246, 1], [1315, 1], [62, 1]]",4.0
748,122@3029,"[[1189, 1], [581, 1], [1905, 1], [77, 1], [405, 1], [1956, 1], [405, 1]]",4.0
749,56@4075,"[[761, 1]]",4.0
750,39@3585,"[[1023, 1], [246, 1]]",5.0
751,119@2265,"[[460, 1], [186, 1], [556, 1], [1210, 1], [324, 1]]",4.0
752,1@1169,"[[1418, 1], [1397, 1]]",3.0
753,4@2036,"[[163, 1], [479, 1], [1423, 1], [1850, 1], [1956, 1], [1928, 1]]",5.0
754,92@4957,"[[42, 1]]",4.0
755,4@132,"[[1372, 1], [268, 1], [607, 1], [1874, 1]]",3.0
756,28@1303,"[[1155, 1], [1487, 1], [596, 1]]",4.0
757,99@3687,"[[941, 1], [1096, 1], [186, 1], [565, 1], [1126, 1], [682, 1], [1168, 1], [1213, 1], [731, 1], [731, 1]]",3.0
758,20@3539,"[[726, 1], [186, 1], [62, 1]]",4.0
759,18@813,"[[69, 1], [142, 1], [980, 1], [310, 1], [731, 1]]",4.0
760,42@1414,"[[896, 1]]",4.0
761,0@2912,"[[246, 1]]",3.0
762,50@1847,"[[137, 1], [1372, 1], [1654, 1], [649, 1], [1731, 1], [1797, 1], [1023, 1]]",4.0
763,90@1379,"[[268, 1]]",3.0
